0.000008 0.000031
0.000031 0.000031
0.000031 0.000119
0.000119 0.000119
0.000119 0.000464
0.000464 0.000464
0.000464 0.001809
0.001809 0.001809
0.001809 0.007044
0.007044 0.007044
0.007044 0.027279
0.027279 0.027279
0.027279 0.103484
0.103484 0.103484
0.103484 0.361824
0.361824 0.361824
0.361824 0.900539
0.900539 0.900539
0.900539 0.349318
0.349318 0.349318
0.349318 0.886451
0.886451 0.886451
0.886451 0.392558
0.392558 0.392558
0.392558 0.929979
0.929979 0.929979
0.929979 0.253959
0.253959 0.253959
0.253959 0.738909
0.738909 0.738909
0.738909 0.752397
0.752397 0.752397
0.752397 0.726553
0.726553 0.726553
0.726553 0.774828
0.774828 0.774828
0.774828 0.680431
0.680431 0.680431
0.680431 0.848034
0.848034 0.848034
0.848034 0.502602
0.502602 0.502602
0.502602 0.974974
0.974974 0.974974
0.974974 0.095160
0.095160 0.095160
0.095160 0.335809
0.335809 0.335809
0.335809 0.869861
0.869861 0.869861
0.869861 0.441492
0.441492 0.441492
0.441492 0.961650
0.961650 0.961650
0.961650 0.143830
0.143830 0.143830
0.143830 0.480259
0.480259 0.480259
0.480259 0.973480
0.973480 0.973480
0.973480 0.100684
0.100684 0.100684
0.100684 0.353134
0.353134 0.353134
0.353134 0.890878
0.890878 0.890878
0.890878 0.379136
0.379136 0.379136
0.379136 0.918028
0.918028 0.918028
0.918028 0.293485
0.293485 0.293485
0.293485 0.808671
0.808671 0.808671
0.808671 0.603416
0.603416 0.603416
0.603416 0.933290
0.933290 0.933290
0.933290 0.242813
0.242813 0.242813
0.242813 0.717034
0.717034 0.717034
0.717034 0.791295
0.791295 0.791295
0.791295 0.644074
0.644074 0.644074
0.644074 0.894046
0.894046 0.894046
0.894046 0.369437
0.369437 0.369437
0.369437 0.908518
0.908518 0.908518
0.908518 0.324141
0.324141 0.324141
0.324141 0.854387
0.854387 0.854387
0.854387 0.485199
0.485199 0.485199
0.485199 0.974146
0.974146 0.974146
0.974146 0.098225
0.098225 0.098225
